log_id,iteration,num_traces_log,num_events_log,num_activities_model,num_constraints_norm,num_activities_audit,labeled_population,labeled_sample,perc_anomalies_in_population,perc_anomalies_in_sample,perc_test,accuracy_DT,precision_DT,recall_DT,F1_score_DT,AUC_score_DT,accuracy_RF,precision_RF,recall_RF,F1_score_RF,AUC_score_RF
1,26,10000,114552,19,19,13,2272,389,0.01,0.0102827763496143,0.3,0.9989378651088688,1.0,0.8888888888888888,0.9411764705882352,0.0,0.9994689325544344,1.0,0.9444444444444444,0.9714285714285714,0.0
1,27,10000,114552,19,19,13,2272,537,0.01,0.0093109869646182,0.3,0.9953890489913544,1.0,0.5294117647058824,0.6923076923076924,0.0,0.9971181556195964,1.0,0.7058823529411765,0.8275862068965517,0.0
1,28,10000,114552,19,19,13,2272,984,0.01,0.0121951219512195,0.3,0.998447204968944,1.0,0.8,0.888888888888889,0.0,0.999223602484472,1.0,0.9,0.9473684210526316,0.0
1,29,10000,114552,19,19,13,2272,156,0.01,0.0128205128205128,0.3,0.999054820415879,1.0,0.9,0.9473684210526316,0.0,0.999054820415879,1.0,0.9,0.9473684210526316,0.0
1,30,10000,114552,19,19,13,2272,811,0.01,0.0110974106041923,0.3,0.999315537303217,1.0,0.9230769230769232,0.96,0.0,1.0,1.0,1.0,1.0,0.0
1,31,10000,114552,19,19,13,2272,143,0.01,0.0069930069930069,0.3,0.9962423673085956,1.0,0.6190476190476191,0.7647058823529412,0.0,0.9976514795678724,1.0,0.7619047619047619,0.8648648648648648,0.0
1,32,10000,114552,19,19,13,2272,319,0.01,0.0156739811912225,0.3,0.9994879672299029,1.0,0.9411764705882352,0.9696969696969696,0.0,0.9994879672299029,1.0,0.9411764705882352,0.9696969696969696,0.0
1,33,10000,114552,19,19,13,2272,979,0.01,0.0122574055158324,0.3,0.9992266047950504,1.0,0.9,0.9473684210526316,0.0,1.0,1.0,1.0,1.0,0.0
1,34,10000,114552,19,19,13,2272,266,0.01,0.0112781954887218,0.3,0.9950149551345964,1.0,0.4736842105263157,0.6428571428571429,0.0,0.9950149551345964,1.0,0.4736842105263157,0.6428571428571429,0.0
1,35,10000,114552,19,19,13,2272,788,0.01,0.0050761421319796,0.3,0.9946091644204852,1.0,0.5555555555555556,0.7142857142857143,0.0,0.9966307277628031,1.0,0.7222222222222222,0.8387096774193548,0.0
1,36,10000,114552,19,19,13,2272,977,0.01,0.0081883316274309,0.3,0.9984555984555984,1.0,0.8571428571428571,0.923076923076923,0.0,0.9992277992277993,1.0,0.9285714285714286,0.962962962962963,0.0
1,37,10000,114552,19,19,13,2272,603,0.01,0.0132669983416252,0.3,0.9988016776512882,1.0,0.8571428571428571,0.923076923076923,0.0,0.999400838825644,1.0,0.9285714285714286,0.962962962962963,0.0
1,38,10000,114552,19,19,13,2272,378,0.01,0.0079365079365079,0.3,0.9973600844772968,1.0,0.7368421052631579,0.8484848484848484,0.0,0.9973600844772968,1.0,0.7368421052631579,0.8484848484848484,0.0
1,39,10000,114552,19,19,13,2272,850,0.01,0.0070588235294117,0.3,0.9978902953586498,1.0,0.8125,0.896551724137931,0.0,0.9978902953586498,1.0,0.8125,0.896551724137931,0.0
1,40,10000,114552,19,19,13,2272,415,0.01,0.0024096385542168,0.3,0.9913839526117394,1.0,0.238095238095238,0.3846153846153846,0.0,0.9913839526117394,1.0,0.238095238095238,0.3846153846153846,0.0
1,41,10000,114552,19,19,13,2272,693,0.01,0.0158730158730158,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,42,10000,114552,19,19,13,2272,619,0.01,0.0080775444264943,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,43,10000,114552,19,19,13,2272,890,0.01,0.0112359550561797,0.3,0.9992764109985528,1.0,0.9166666666666666,0.9565217391304348,0.0,1.0,1.0,1.0,1.0,0.0
1,44,10000,114552,19,19,13,2272,525,0.01,0.0038095238095238,0.3,0.9919862621637092,1.0,0.3,0.4615384615384615,0.0,0.9942759015455066,1.0,0.5,0.6666666666666666,0.0
1,45,10000,114552,19,19,13,2272,508,0.01,0.0118110236220472,0.3,0.9994331065759636,1.0,0.9375,0.967741935483871,0.0,1.0,1.0,1.0,1.0,0.0
1,46,10000,114552,19,19,13,2272,608,0.01,0.006578947368421,0.3,0.9969951923076924,1.0,0.7222222222222222,0.8387096774193548,0.0,0.9969951923076924,1.0,0.7222222222222222,0.8387096774193548,0.0
1,47,10000,114552,19,19,13,2272,502,0.01,0.0079681274900398,0.3,0.9988700564971752,1.0,0.8888888888888888,0.9411764705882352,0.0,0.9994350282485877,1.0,0.9444444444444444,0.9714285714285714,0.0
1,48,10000,114552,19,19,13,2272,923,0.01,0.008667388949079,0.3,0.9985174203113416,1.0,0.8571428571428571,0.923076923076923,0.0,0.9992587101556708,1.0,0.9285714285714286,0.962962962962963,0.0
1,49,10000,114552,19,19,13,2272,926,0.01,0.009719222462203,0.3,0.99851411589896,1.0,0.8461538461538461,0.9166666666666666,0.0,0.99925705794948,1.0,0.9230769230769232,0.96,0.0
1,50,10000,114552,19,19,13,2272,569,0.01,0.0087873462214411,0.3,0.995302407516148,1.0,0.5294117647058824,0.6923076923076924,0.0,0.9970640046975924,1.0,0.7058823529411765,0.8275862068965517,0.0
1,51,10000,114552,19,19,13,2272,744,0.01,0.0094086021505376,0.3,0.9986910994764396,1.0,0.8666666666666667,0.9285714285714286,0.0,0.99934554973822,1.0,0.9333333333333332,0.9655172413793104,0.0
1,52,10000,114552,19,19,13,2272,753,0.01,0.0119521912350597,0.3,0.999341672152732,1.0,0.9230769230769232,0.96,0.0,0.999341672152732,1.0,0.9230769230769232,0.96,0.0
1,53,10000,114552,19,19,13,2272,275,0.01,0.0036363636363636,0.3,0.9919879819729596,1.0,0.238095238095238,0.3846153846153846,0.0,0.9919879819729596,1.0,0.238095238095238,0.3846153846153846,0.0
1,54,10000,114552,19,19,13,2272,913,0.01,0.013143483023001,0.3,0.9992641648270788,1.0,0.9,0.9473684210526316,0.0,0.9992641648270788,1.0,0.9,0.9473684210526316,0.0
1,55,10000,114552,19,19,13,2272,292,0.01,0.0102739726027397,0.3,0.9949494949494948,1.0,0.4736842105263157,0.6428571428571429,0.0,0.9994949494949495,1.0,0.9473684210526316,0.972972972972973,0.0
1,56,10000,114552,19,19,13,2272,945,0.01,0.0095238095238095,0.3,0.99698568198945,1.0,0.6923076923076923,0.8181818181818181,0.0,1.0,1.0,1.0,1.0,0.0
1,57,10000,114552,19,19,13,2272,329,0.01,0.0091185410334346,0.3,0.9963973237261966,1.0,0.631578947368421,0.7741935483870968,0.0,0.9963973237261966,1.0,0.631578947368421,0.7741935483870968,0.0
1,58,10000,114552,19,19,13,2272,278,0.01,0.0,0.3,0.9889669007021064,0.0,0.0,0.0,0.0,0.0110330992978936,0.0,0.0,0.0,0.0
1,59,10000,114552,19,19,13,2272,353,0.01,0.0113314447592068,0.3,0.9973944762897342,1.0,0.7222222222222222,0.8387096774193548,0.0,0.9973944762897342,1.0,0.7222222222222222,0.8387096774193548,0.0
1,60,10000,114552,19,19,13,2272,410,0.01,0.0073170731707317,0.3,0.9962406015037594,1.0,0.631578947368421,0.7741935483870968,0.0,0.9962406015037594,1.0,0.631578947368421,0.7741935483870968,0.0
1,61,10000,114552,19,19,13,2272,709,0.01,0.0098730606488011,0.3,0.99872040946897,1.0,0.8666666666666667,0.9285714285714286,0.0,0.999360204734485,1.0,0.9333333333333332,0.9655172413793104,0.0
1,62,10000,114552,19,19,13,2272,565,0.01,0.0088495575221238,0.3,0.994141769185706,1.0,0.4117647058823529,0.5833333333333334,0.0,0.9994141769185706,1.0,0.9411764705882352,0.9696969696969696,0.0
1,63,10000,114552,19,19,13,2272,480,0.01,0.0083333333333333,0.3,0.9988839285714286,1.0,0.8888888888888888,0.9411764705882352,0.0,0.9988839285714286,1.0,0.8888888888888888,0.9411764705882352,0.0
1,64,10000,114552,19,19,13,2272,434,0.01,0.0115207373271889,0.3,0.999455930359086,1.0,0.9411764705882352,0.9696969696969696,0.0,1.0,1.0,1.0,1.0,0.0
1,65,10000,114552,19,19,13,2272,773,0.01,0.0103492884864165,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,66,10000,114552,19,19,13,2272,798,0.01,0.0075187969924812,0.3,0.9986431478968792,1.0,0.875,0.9333333333333332,0.0,0.9993215739484396,1.0,0.9375,0.967741935483871,0.0
1,67,10000,114552,19,19,13,2272,208,0.01,0.0096153846153846,0.3,0.996124031007752,1.0,0.6,0.7499999999999999,0.0,0.997577519379845,1.0,0.75,0.8571428571428571,0.0
1,68,10000,114552,19,19,13,2272,430,0.01,0.0046511627906976,0.3,0.99457111834962,1.0,0.5,0.6666666666666666,0.0,0.999457111834962,1.0,0.95,0.9743589743589745,0.0
1,69,10000,114552,19,19,13,2272,249,0.01,0.0080321285140562,0.3,0.9920909540286704,1.0,0.2,0.3333333333333333,0.0,0.9920909540286704,1.0,0.2,0.3333333333333333,0.0
1,70,10000,114552,19,19,13,2272,363,0.01,0.0110192837465564,0.3,0.995809324253536,1.0,0.5555555555555556,0.7142857142857143,0.0,0.99738082765846,1.0,0.7222222222222222,0.8387096774193548,0.0
1,71,10000,114552,19,19,13,2272,803,0.01,0.0112079701120797,0.3,0.9993192648059904,1.0,0.9230769230769232,0.96,0.0,1.0,1.0,1.0,1.0,0.0
1,72,10000,114552,19,19,13,2272,927,0.01,0.0097087378640776,0.3,0.9985130111524164,1.0,0.8461538461538461,0.9166666666666666,0.0,0.9992565055762082,1.0,0.9230769230769232,0.96,0.0
1,73,10000,114552,19,19,13,2272,650,0.01,0.0076923076923076,0.3,0.998766954377312,1.0,0.8823529411764706,0.9375,0.0,0.999383477188656,1.0,0.9411764705882352,0.9696969696969696,0.0
1,74,10000,114552,19,19,13,2272,650,0.01,0.0153846153846153,0.3,0.998766954377312,1.0,0.8333333333333334,0.9090909090909092,0.0,0.999383477188656,1.0,0.9166666666666666,0.9565217391304348,0.0
1,75,10000,114552,19,19,13,2272,365,0.01,0.0082191780821917,0.3,0.9994756161510224,1.0,0.9473684210526316,0.972972972972973,0.0,1.0,1.0,1.0,1.0,0.0
1,76,10000,114552,19,19,13,2272,584,0.01,0.0051369863013698,0.3,0.995260663507109,1.0,0.5789473684210527,0.7333333333333334,0.0,0.995260663507109,1.0,0.5789473684210527,0.7333333333333334,0.0
1,77,10000,114552,19,19,13,2272,612,0.01,0.0081699346405228,0.3,0.9987951807228916,1.0,0.8823529411764706,0.9375,0.0,0.9993975903614458,1.0,0.9411764705882352,0.9696969696969696,0.0
1,78,10000,114552,19,19,13,2272,456,0.01,0.0131578947368421,0.3,0.9944933920704846,1.0,0.375,0.5454545454545454,0.0,0.9994493392070484,1.0,0.9375,0.967741935483871,0.0
1,79,10000,114552,19,19,13,2272,921,0.01,0.008686210640608,0.3,0.999259807549963,1.0,0.9285714285714286,0.962962962962963,0.0,1.0,1.0,1.0,1.0,0.0
1,80,10000,114552,19,19,13,2272,416,0.01,0.0096153846153846,0.3,0.9978448275862069,1.0,0.7777777777777778,0.8750000000000001,0.0,0.9978448275862069,1.0,0.7777777777777778,0.8750000000000001,0.0
1,81,10000,114552,19,19,13,2272,694,0.01,0.0072046109510086,0.3,0.9987325728770596,1.0,0.8823529411764706,0.9375,0.0,0.9993662864385298,1.0,0.9411764705882352,0.9696969696969696,0.0
1,82,10000,114552,19,19,13,2272,632,0.01,0.0110759493670886,0.3,0.998780487804878,1.0,0.8666666666666667,0.9285714285714286,0.0,0.999390243902439,1.0,0.9333333333333332,0.9655172413793104,0.0
1,83,10000,114552,19,19,13,2272,969,0.01,0.0113519091847265,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,84,10000,114552,19,19,13,2272,730,0.01,0.0123287671232876,0.3,0.9993514915693904,1.0,0.9230769230769232,0.96,0.0,0.9993514915693904,1.0,0.9230769230769232,0.96,0.0
1,85,10000,114552,19,19,13,2272,283,0.01,0.0070671378091872,0.3,0.9989944695827048,1.0,0.9,0.9473684210526316,0.0,0.9994972347913524,1.0,0.95,0.9743589743589745,0.0
1,86,10000,114552,19,19,13,2272,632,0.01,0.0142405063291139,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,87,10000,114552,19,19,13,2272,763,0.01,0.0104849279161205,0.3,0.998674618952949,1.0,0.8571428571428571,0.923076923076923,0.0,0.9993373094764744,1.0,0.9285714285714286,0.962962962962963,0.0
1,88,10000,114552,19,19,13,2272,589,0.01,0.0135823429541595,0.3,0.9988116458704694,1.0,0.8571428571428571,0.923076923076923,0.0,0.9994058229352348,1.0,0.9285714285714286,0.962962962962963,0.0
1,89,10000,114552,19,19,13,2272,627,0.01,0.011164274322169,0.3,0.9993920972644376,1.0,0.9333333333333332,0.9655172413793104,0.0,0.9993920972644376,1.0,0.9333333333333332,0.9655172413793104,0.0
1,90,10000,114552,19,19,13,2272,493,0.01,0.0060851926977687,0.3,0.9988757729061272,1.0,0.8947368421052632,0.9444444444444444,0.0,0.9994378864530636,1.0,0.9473684210526316,0.972972972972973,0.0
1,91,10000,114552,19,19,13,2272,116,0.01,0.0086206896551724,0.3,0.9962894248608536,1.0,0.6190476190476191,0.7647058823529412,0.0,0.9962894248608536,1.0,0.6190476190476191,0.7647058823529412,0.0
1,92,10000,114552,19,19,13,2272,591,0.01,0.0101522842639593,0.3,0.9994051160023796,1.0,0.9375,0.967741935483871,0.0,1.0,1.0,1.0,1.0,0.0
1,93,10000,114552,19,19,13,2272,474,0.01,0.0147679324894514,0.3,0.99944382647386,1.0,0.9333333333333332,0.9655172413793104,0.0,1.0,1.0,1.0,1.0,0.0
1,94,10000,114552,19,19,13,2272,284,0.01,0.0105633802816901,0.3,0.9989939637826962,1.0,0.8947368421052632,0.9444444444444444,0.0,0.9989939637826962,1.0,0.8947368421052632,0.9444444444444444,0.0
1,95,10000,114552,19,19,13,2272,244,0.01,0.0081967213114754,0.3,0.9960552268244576,1.0,0.6,0.7499999999999999,0.0,0.9960552268244576,1.0,0.6,0.7499999999999999,0.0
1,96,10000,114552,19,19,13,2272,726,0.01,0.0082644628099173,0.3,0.999353169469599,1.0,0.9375,0.967741935483871,0.0,0.999353169469599,1.0,0.9375,0.967741935483871,0.0
1,97,10000,114552,19,19,13,2272,590,0.01,0.0084745762711864,0.3,0.9988109393579072,1.0,0.8823529411764706,0.9375,0.0,0.9994054696789536,1.0,0.9411764705882352,0.9696969696969696,0.0
1,98,10000,114552,19,19,13,2272,240,0.01,0.0125,0.3,0.9960629921259844,1.0,0.5789473684210527,0.7333333333333334,0.0,0.9975393700787402,1.0,0.7368421052631579,0.8484848484848484,0.0
1,99,10000,114552,19,19,13,2272,604,0.01,0.0066225165562913,0.3,0.999400479616307,1.0,0.9444444444444444,0.9714285714285714,0.0,0.999400479616307,1.0,0.9444444444444444,0.9714285714285714,0.0
1,100,10000,114552,19,19,13,2272,173,0.01,0.0057803468208092,0.3,0.99618866126727,1.0,0.6190476190476191,0.7647058823529412,0.0,0.99618866126727,1.0,0.6190476190476191,0.7647058823529412,0.0
1,1,10000,114552,19,19,13,2295,245,0.02,0.0204081632653061,0.3,0.9965853658536584,1.0,0.825,0.9041095890410958,0.0,0.9965853658536584,1.0,0.825,0.9041095890410958,0.0
1,2,10000,114552,19,19,13,2295,199,0.02,0.0201005025125628,0.3,0.9952290076335878,1.0,0.7560975609756098,0.8611111111111112,0.0,0.9961832061068704,1.0,0.8048780487804879,0.8918918918918919,0.0
1,3,10000,114552,19,19,13,2295,630,0.02,0.0158730158730158,0.3,0.996996996996997,1.0,0.8571428571428571,0.923076923076923,0.0,0.9981981981981982,1.0,0.9142857142857144,0.955223880597015,0.0
1,4,10000,114552,19,19,13,2295,630,0.02,0.0142857142857142,0.3,0.9987987987987988,1.0,0.9444444444444444,0.9714285714285714,0.0,1.0,1.0,1.0,1.0,0.0
1,5,10000,114552,19,19,13,2295,732,0.02,0.0163934426229508,0.3,0.9948816378758796,1.0,0.7575757575757576,0.8620689655172413,0.0,0.9980806142034548,1.0,0.9090909090909092,0.9523809523809524,0.0
1,6,10000,114552,19,19,13,2295,989,0.02,0.019211324570273,0.3,0.9977029096477796,1.0,0.8846153846153846,0.9387755102040816,0.0,0.9977029096477796,1.0,0.8846153846153846,0.9387755102040816,0.0
1,7,10000,114552,19,19,13,2295,292,0.02,0.0273972602739726,0.3,0.9965052421367948,1.0,0.8108108108108109,0.8955223880597014,0.0,0.9975037443834248,1.0,0.8648648648648649,0.927536231884058,0.0
1,8,10000,114552,19,19,13,2295,201,0.02,0.0199004975124378,0.3,0.9933142311365808,1.0,0.6585365853658537,0.7941176470588235,0.0,0.9933142311365808,1.0,0.6585365853658537,0.7941176470588235,0.0
1,9,10000,114552,19,19,13,2295,536,0.02,0.0130597014925373,0.3,0.9988629903354178,1.0,0.9473684210526316,0.972972972972973,0.0,0.9988629903354178,1.0,0.9473684210526316,0.972972972972973,0.0
1,10,10000,114552,19,19,13,2295,674,0.02,0.0222551928783382,0.3,0.998766193707588,1.0,0.9333333333333332,0.9655172413793104,0.0,1.0,1.0,1.0,1.0,0.0
1,11,10000,114552,19,19,13,2295,345,0.02,0.008695652173913,0.3,0.9964102564102564,1.0,0.8333333333333334,0.9090909090909092,0.0,0.9964102564102564,1.0,0.8333333333333334,0.9090909090909092,0.0
1,12,10000,114552,19,19,13,2295,400,0.02,0.0225,0.3,0.9978891820580474,1.0,0.8888888888888888,0.9411764705882352,0.0,1.0,1.0,1.0,1.0,0.0
1,13,10000,114552,19,19,13,2295,836,0.02,0.0155502392344497,0.3,0.9972583961617546,1.0,0.875,0.9333333333333332,0.0,0.9972583961617546,1.0,0.875,0.9333333333333332,0.0
1,14,10000,114552,19,19,13,2295,305,0.02,0.0065573770491803,0.3,0.9964824120603016,1.0,0.8372093023255814,0.9113924050632912,0.0,0.9984924623115576,1.0,0.9302325581395348,0.963855421686747,0.0
1,15,10000,114552,19,19,13,2295,259,0.02,0.0231660231660231,0.3,0.993614931237721,1.0,0.6666666666666666,0.8,0.0,0.9985265225933202,1.0,0.9230769230769232,0.96,0.0
1,16,10000,114552,19,19,13,2295,108,0.02,0.0277777777777777,0.3,0.994055784179241,1.0,0.6904761904761905,0.8169014084507042,0.0,0.9963420210333792,1.0,0.8095238095238095,0.8947368421052632,0.0
1,17,10000,114552,19,19,13,2295,716,0.02,0.0279329608938547,0.3,0.9968334388853703,1.0,0.8,0.888888888888889,0.0,0.9981000633312224,1.0,0.88,0.9361702127659576,0.0
1,18,10000,114552,19,19,13,2295,868,0.02,0.0184331797235023,0.3,0.9950946040644708,1.0,0.7586206896551724,0.8627450980392156,0.0,1.0,1.0,1.0,1.0,0.0
1,19,10000,114552,19,19,13,2295,988,0.02,0.0151821862348178,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
1,20,10000,114552,19,19,13,2295,380,0.02,0.031578947368421,0.3,0.9963446475195824,1.0,0.7878787878787878,0.8813559322033898,0.0,0.9973890339425588,1.0,0.8484848484848485,0.9180327868852458,0.0
1,21,10000,114552,19,19,13,2295,853,0.02,0.0140679953106682,0.3,0.9979195561719834,1.0,0.9090909090909092,0.9523809523809524,0.0,0.9993065187239945,1.0,0.9696969696969696,0.9846153846153848,0.0
1,22,10000,114552,19,19,13,2295,217,0.02,0.0276497695852534,0.3,0.992781520692974,1.0,0.6153846153846154,0.761904761904762,0.0,0.992781520692974,1.0,0.6153846153846154,0.761904761904762,0.0
1,23,10000,114552,19,19,13,2295,572,0.02,0.0174825174825174,0.3,0.995937318630296,1.0,0.8,0.888888888888889,0.0,1.0,1.0,1.0,1.0,0.0
1,24,10000,114552,19,19,13,2295,640,0.02,0.0234375,0.3,0.9957703927492448,1.0,0.7666666666666667,0.8679245283018869,0.0,1.0,1.0,1.0,1.0,0.0
1,25,10000,114552,19,19,13,2295,537,0.02,0.0148975791433892,0.3,0.9977246871444824,1.0,0.8918918918918919,0.9428571428571428,0.0,1.0,1.0,1.0,1.0,0.0
1,26,10000,114552,19,19,13,2295,201,0.02,0.0199004975124378,0.3,0.9966571155682904,1.0,0.8292682926829268,0.9066666666666668,0.0,0.9976122254059216,1.0,0.8780487804878049,0.9350649350649352,0.0
1,27,10000,114552,19,19,13,2295,109,0.02,0.0275229357798165,0.3,0.9922232387923148,1.0,0.5952380952380952,0.7462686567164178,0.0,0.9922232387923148,1.0,0.5952380952380952,0.7462686567164178,0.0
1,28,10000,114552,19,19,13,2295,838,0.02,0.026252983293556,0.3,0.9986273164035688,1.0,0.9130434782608696,0.9545454545454544,0.0,1.0,1.0,1.0,1.0,0.0
1,29,10000,114552,19,19,13,2295,325,0.02,0.0123076923076923,0.3,0.9969543147208122,1.0,0.8536585365853658,0.9210526315789476,0.0,0.9969543147208122,1.0,0.8536585365853658,0.9210526315789476,0.0
1,30,10000,114552,19,19,13,2295,106,0.02,0.0094339622641509,0.3,0.99223389675651,1.0,0.6136363636363636,0.7605633802816901,0.0,0.9954317039744176,1.0,0.7727272727272727,0.8717948717948718,0.0
1,31,10000,114552,19,19,13,2295,103,0.02,0.0,0.3,0.979470802919708,0.0,0.0,0.0,0.0,0.0205291970802919,0.0,0.0,0.0,0.0
1,32,10000,114552,19,19,13,2295,287,0.02,0.024390243902439,0.3,0.999003984063745,1.0,0.9473684210526316,0.972972972972973,0.0,0.999003984063745,1.0,0.9473684210526316,0.972972972972973,0.0
1,33,10000,114552,19,19,13,2295,538,0.02,0.0167286245353159,0.3,0.9971542401821286,1.0,0.8611111111111112,0.9253731343283582,0.0,0.9982925441092771,1.0,0.9166666666666666,0.9565217391304348,0.0
1,34,10000,114552,19,19,13,2295,117,0.02,0.0,0.3,0.9793388429752066,0.0,0.0,0.0,0.0,0.9793388429752066,0.0,0.0,0.0,0.0
1,35,10000,114552,19,19,13,2295,904,0.02,0.0232300884955752,0.3,0.9971243709561468,1.0,0.8333333333333334,0.9090909090909092,0.0,0.9985621854780732,1.0,0.9166666666666666,0.9565217391304348,0.0
1,36,10000,114552,19,19,13,2295,727,0.02,0.0165061898211829,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
